date,sp500,dividends,earnings,cape
1979-05-01,99.73,5.29333,13.7533,8.79438328981496
1979-06-01,101.7,5.34,13.98,8.853937764693955
1979-07-01,102.7,5.39667,14.1967,8.827498045542365
1979-08-01,107.4,5.45333,14.4133,9.127165797215035
1979-09-01,108.6,5.51,14.63,9.112758990740957
1979-10-01,104.5,5.55667,14.7067,8.681843306899312
1979-11-01,103.7,5.60333,14.7833,8.51878430298356
1979-12-01,107.8,5.65,14.86,8.745204404669293
1980-01-01,110.9,5.7,15.0033,8.850934180729112
1980-02-01,115.3,5.75,15.1467,9.054476092192518
1980-03-01,104.7,5.8,15.29,8.081150900785499
1980-04-01,103.0,5.84667,15.1733,7.844024504719219
1980-05-01,107.7,5.89333,15.0567,8.104225807176498
1980-06-01,114.6,5.94,14.94,8.51207796230674
1980-07-01,119.8,5.98333,14.84,8.880865527295844
1980-08-01,123.5,6.02667,14.74,9.071005981618383
1980-09-01,126.5,6.07,14.64,9.196040131743242
1980-10-01,130.2,6.1,14.7,9.357841046757112
1980-11-01,135.7,6.13,14.76,9.654043663233391
1980-12-01,133.5,6.16,14.82,9.389902084921742
1981-01-01,133.0,6.2,14.74,9.259404530877953
1981-02-01,128.4,6.24,14.66,8.829899353831307
1981-03-01,133.2,6.28,14.58,9.081096883854626
1981-04-01,134.4,6.31667,14.7233,9.085561230788743
1981-05-01,131.7,6.35333,14.8667,8.818483466548066
1981-06-01,132.3,6.39,15.01,8.765340744304929
1981-07-01,129.1,6.43333,15.0967,8.445319467875512
1981-08-01,129.6,6.47667,15.1833,8.39980631656644
1981-09-01,118.3,6.52,15.27,7.581163051923159
1981-10-01,119.8,6.55667,15.3,7.649141713319213
1981-11-01,122.9,6.59333,15.33,7.810752565716112
1981-12-01,123.8,6.63,15.36,7.832562137141897
1982-01-01,117.3,6.66,15.1767,7.388659973375997
1982-02-01,114.5,6.69,14.9933,7.181823450546735
1982-03-01,110.8,6.72,14.81,6.9506737935360325
1982-04-01,116.3,6.75,14.5967,7.259072625426149
1982-05-01,116.4,6.78,14.3833,7.192612484464625
1982-06-01,109.7,6.81,14.17,6.692133988197589
1982-07-01,109.4,6.82333,13.9667,6.63865310020876
1982-08-01,109.7,6.83667,13.7633,6.643422752166091
1982-09-01,122.4,6.85,13.56,7.3988382003233095
1982-10-01,132.7,6.85667,13.2533,7.9998409945345905
1982-11-01,138.1,6.86333,12.9467,8.347476938155433
1982-12-01,139.4,6.87,12.64,8.467738401400482
1983-01-01,144.3,6.88333,12.5667,8.756783224134749
1983-02-01,146.8,6.89667,12.4933,8.910493436624124
1983-03-01,151.9,6.91,12.42,9.232829705190532
1983-04-01,157.7,6.92,12.4767,9.531581284160415
1983-05-01,164.1,6.93,12.5333,9.874456504668405
1983-06-01,166.4,6.94,12.59,10.000117903130025
1983-07-01,167.0,6.96,12.8267,10.014475995571031
1983-08-01,162.4,6.98,13.0633,9.728056935665213
1983-09-01,167.2,7.0,13.3,9.984202458028783
1983-10-01,167.7,7.03,13.5433,10.003391799449629
1983-11-01,165.2,7.06,13.7867,9.853581649364283
1983-12-01,164.4,7.09,14.03,9.815010903608673
1984-01-01,166.4,7.12,14.44,9.894931809202538
1984-02-01,157.3,7.15,14.85,9.324529645727985
1984-03-01,157.4,7.18,15.26,9.326747066508247
1984-04-01,157.6,7.22333,15.5733,9.305643404594827
1984-05-01,156.6,7.26667,15.8867,9.231831816896047
1984-06-01,153.1,7.31,16.2,9.010185512291011
1984-07-01,151.1,7.33333,16.32,8.868302214043304
1984-08-01,164.4,7.35667,16.44,9.623063257373174
1984-09-01,166.1,7.38,16.56,9.687341313628085
1984-10-01,164.8,7.43,16.5867,9.595070703048508
1984-11-01,166.3,7.48,16.6133,9.69197322178309
1984-12-01,164.5,7.53,16.64,9.595054801133465
1985-01-01,171.6,7.57333,16.5567,9.997001177730455
1985-02-01,180.9,7.61667,16.4733,10.494935172607084
1985-03-01,179.4,7.66,16.39,10.373217214924733
1985-04-01,180.6,7.68667,16.13,10.397118719816822
1985-05-01,184.9,7.71333,15.87,10.608120467860099
1985-06-01,188.9,7.74,15.61,10.810049845861217
1985-07-01,192.5,7.77333,15.4833,10.997563956793382
1985-08-01,188.3,7.80667,15.3567,10.738799808877284
1985-09-01,184.1,7.84,15.23,10.471234661697551
1985-10-01,186.2,7.86,15.0233,10.552516982943748
1985-11-01,197.5,7.88,14.8167,11.164611128667465
1985-12-01,207.3,7.9,14.61,11.690521474467594
1986-01-01,208.2,7.94,14.58,11.715007584487982
1986-02-01,219.4,7.98,14.55,12.388219099418121
1986-03-01,232.3,8.02,14.52,13.18902298153271
1986-04-01,238.0,8.04667,14.5833,13.552504172869474
1986-05-01,238.5,8.07333,14.6467,13.56004619923233
1986-06-01,245.3,8.1,14.71,13.88868862645711
1986-07-01,240.2,8.14333,14.7567,13.619995534083804
1986-08-01,245.0,8.18667,14.8033,13.887667550866052
1986-09-01,238.3,8.23,14.85,13.467314312977125
1986-10-01,237.4,8.24667,14.7267,13.425918860857355
1986-11-01,245.1,8.26333,14.6033,13.872985596138596
1986-12-01,248.6,8.28,14.48,14.085139814743302
1987-01-01,264.5,8.3,14.6867,14.922208103718939
1987-02-01,280.9,8.32,14.8933,15.822318142836446
1987-03-01,292.5,8.34,15.1,16.433343976069914
1987-04-01,289.3,8.4,14.8733,16.19653445322087
1987-05-01,289.1,8.46,14.6467,16.160311952655732
1987-06-01,301.4,8.52,14.42,16.825207307878713
1987-07-01,310.1,8.56667,14.9,17.306004390512218
1987-08-01,329.4,8.61333,15.38,18.326907245856333
1987-09-01,318.7,8.66,15.86,17.675620449938215
1987-10-01,280.2,8.71,16.4067,15.530055563627313
1987-11-01,245.0,8.76,16.9533,13.590885143189087
1987-12-01,241.0,8.81,17.5,13.389028514426965
1988-01-01,250.5,8.85667,17.8633,13.898336683569134
1988-02-01,258.1,8.90333,18.2267,14.298270962469518
1988-03-01,265.7,8.95,18.59,14.668946811103458
1988-04-01,262.6,9.04333,19.6167,14.433316420838937
1988-05-01,256.1,9.13667,20.6433,14.031891348027768
1988-06-01,270.7,9.23,21.67,14.76646864787961
1988-07-01,269.1,9.30667,22.0233,14.608315717522093
1988-08-01,263.7,9.38333,22.3767,14.24494631067564
1988-09-01,268.0,9.46,22.73,14.369428776140158
1988-10-01,277.4,9.55,23.0733,14.811450153277718
1988-11-01,271.0,9.64,23.4167,14.44553068087288
1988-12-01,276.5,9.75,23.75,14.702086748571988
1989-01-01,285.4,9.81333,24.16,15.088072442713278
1989-02-01,294.0,9.89667,24.56,15.467060462734747
1989-03-01,292.7,10.01,24.96,15.298969108882353
1989-04-01,302.3,10.0867,25.0467,15.68674265614458
1989-05-01,313.9,10.1933,25.1333,16.18635353854455
1989-06-01,323.7,10.37,25.22,16.641904235808585
1989-07-01,331.9,10.4233,24.71,17.013407650499133
1989-08-01,346.6,10.5467,24.2,17.734251436577328
1989-09-01,347.3,10.73,23.69,17.714220678979085
1989-10-01,347.4,10.7967,23.4267,17.640853852797953
1989-11-01,340.2,10.9233,23.1633,17.242369266947428
1989-12-01,348.6,11.06,22.87,17.650212904947328
1990-01-01,339.97,11.14,22.49,17.048843606878272
1990-02-01,330.45,11.23,22.08,16.508093516490288
1990-03-01,338.46,11.32,21.67,16.83374823348095
1990-04-01,338.18,11.4367,21.5333,16.81391389873577
1990-05-01,350.25,11.5533,21.3967,17.39241358864501
1990-06-01,360.39,11.66,21.26,17.817082821653013
1990-07-01,360.03,11.7267,21.42,17.747171587070245
1990-08-01,330.75,11.7833,21.58,16.168334756508976
1990-09-01,315.41,11.83,21.74,15.301285443522627
1990-10-01,307.12,11.9267,21.6067,14.818147965500806
1990-11-01,315.29,12.0133,21.4733,15.187607599503192
1990-12-01,328.75,12.09,21.34,15.846314974728767
1991-01-01,325.49,12.1067,21.1833,15.606190118802369
1991-02-01,362.26,12.1133,21.0267,17.354664745205117
1991-03-01,372.28,12.11,20.94,17.818620083397388
1991-04-01,379.68,12.13,20.3633,18.15534589519803
1991-05-01,377.99,12.14,19.8567,18.035430911004063
1991-06-01,378.29,12.15,19.41,18.015227044688338
1991-07-01,380.23,12.1933,18.84,18.103452345519752
1991-08-01,389.4,12.2367,18.33,18.51225845533772
1991-09-01,387.2,12.28,17.82,18.35728259177433
1991-10-01,386.88,12.2533,17.2033,18.34918799200199
1991-11-01,385.92,12.2267,16.5867,18.288868169301345
1991-12-01,388.51,12.2,15.97,18.44165231351273
1992-01-01,416.08,12.24,16.0467,19.773068211462643
1992-02-01,412.56,12.28,16.1233,19.582982970386745
1992-03-01,407.36,12.32,16.19,19.28356186129855
1992-04-01,407.41,12.32,16.4833,19.301229507881043
1992-05-01,414.81,12.32,16.7667,19.662279795641687
1992-06-01,408.27,12.32,17.05,19.3153659676446
1992-07-01,415.05,12.3433,17.38,19.620740694824406
1992-08-01,417.93,12.3667,17.71,19.722137498351533
1992-09-01,418.48,12.4,18.04,19.708766424745306
1992-10-01,412.5,12.3867,18.39,19.37027107690698
1992-11-01,422.84,12.3833,18.74,19.833656038801237
1992-12-01,435.64,12.39,19.09,20.448606721242967
1993-01-01,435.23,12.4133,19.34,20.32341080299572
1993-02-01,441.7,12.4467,19.59,20.545336792900454
1993-03-01,450.16,12.48,19.84,20.85520014869092
1993-04-01,443.08,12.4933,19.67,20.45736201664219
1993-05-01,445.25,12.5067,19.5,20.517605633764873
1993-06-01,448.06,12.52,19.33,20.6083570129602
1993-07-01,447.29,12.52,19.69,20.564596413297146
1993-08-01,454.13,12.52,20.05,20.81222754662739
1993-09-01,459.24,12.52,20.41,20.993501005229135
1993-10-01,463.9,12.54,20.9,21.10917824747512
1993-11-01,462.89,12.56,21.39,21.03790118960638
1993-12-01,465.95,12.58,21.89,21.164732079814648
1994-01-01,472.99,12.6233,22.1567,21.411974913826537
1994-02-01,471.58,12.6667,22.4333,21.26384018731303
1994-03-01,463.81,12.71,22.71,20.833375889460406
1994-04-01,447.23,12.7533,23.54,20.055250085063843
1994-05-01,450.9,12.7967,24.37,20.196492421281448
1994-06-01,454.83,12.84,25.2,20.290763690670307
1994-07-01,451.4,12.87,25.91,20.067951816142145
1994-08-01,464.24,12.9,26.62,20.535549404755642
1994-09-01,466.96,12.92,27.33,20.576450100818864
1994-10-01,463.81,13.0133,28.42,20.395759282410257
1994-11-01,461.01,13.0967,29.51,20.20947302039405
1994-12-01,455.19,13.17,30.6,19.911484108090324
1995-01-01,465.25,13.18,31.25,20.2191194224573
1995-02-01,481.92,13.18,31.9,20.802571764332672
1995-03-01,493.15,13.17,32.55,21.15273730203699
1995-04-01,507.91,13.2433,33.1767,21.64273926187965
1995-05-01,523.81,13.3067,33.8033,22.195426698019947
1995-06-01,539.35,13.36,34.43,22.718356759520603
1995-07-01,557.37,13.44,34.68,23.376412691512126
1995-08-01,559.11,13.51,34.93,23.284070256230528
1995-09-01,578.77,13.58,35.18,23.946007075299857
1995-10-01,582.92,13.65,34.7733,23.92676276408327
1995-11-01,595.53,13.72,34.3667,24.347586881114818
1995-12-01,614.57,13.79,33.96,25.027380664939113
1996-01-01,614.42,13.8933,33.9867,24.762465194644026
1996-02-01,649.54,13.9967,34.0133,25.976065550593386
1996-03-01,647.07,14.1,34.04,25.62993039521611
1996-04-01,647.17,14.1567,34.33,25.424203848381527
1996-05-01,661.23,14.2133,34.62,25.814043827699027
1996-06-01,668.5,14.27,34.91,25.966673558333852
1996-07-01,644.07,14.4,35.2733,24.858411332348396
1996-08-01,662.68,14.53,35.6367,25.41252912145496
1996-09-01,674.88,14.66,36.0,25.680115512876768
1996-10-01,701.46,14.74,36.91,26.483467720897206
1996-11-01,735.67,14.82,37.82,27.585612049012802
1996-12-01,743.25,14.9,38.73,27.72394616389397
1997-01-01,766.22,14.9533,39.2333,28.332870129950376
1997-02-01,798.39,15.0067,39.7367,29.265634883575952
1997-03-01,792.16,15.06,40.24,28.802458591871666
1997-04-01,763.93,15.0933,40.3433,27.58516033813655
1997-05-01,833.09,15.1267,40.4467,29.928362224688787
1997-06-01,876.29,15.16,40.55,31.25656061638128
1997-07-01,925.29,15.2167,40.58,32.76663768966994
1997-08-01,927.24,15.2733,40.61,32.58628348671318
1997-09-01,937.02,15.33,40.64,32.66658134170863
1997-10-01,951.16,15.3867,40.3333,32.90149817979812
1997-11-01,938.92,15.4433,40.0267,32.33660053281268
1997-12-01,962.37,15.5,39.72,33.03078904290543
1998-01-01,963.36,15.55,39.66,32.85996841505224
1998-02-01,1023.74,15.6,39.6,34.70967778226999
1998-03-01,1076.83,15.64,39.54,36.2969277364251
1998-04-01,1112.2,15.75,39.35,37.276934043028774
1998-05-01,1108.42,15.85,39.16,36.95659851896902
1998-06-01,1108.39,15.95,38.97,36.80229346009203
1998-07-01,1156.58,16.0167,38.6767,38.25964508524856
1998-08-01,1074.62,16.0833,38.3833,35.42340102487833
1998-09-01,1020.64,16.14,38.09,33.532356980834905
1998-10-01,1032.47,16.1667,37.9633,33.773102879048146
1998-11-01,1144.43,16.1833,37.8367,37.369391883920954
1998-12-01,1190.05,16.2,37.71,38.82027478009816
1999-01-01,1248.77,16.28333333,37.93333333,40.57695767720812
1999-02-01,1246.58,16.36666667,38.15666667,40.400159229259955
1999-03-01,1281.66,16.45,38.38,41.35610363271301
1999-04-01,1334.76,16.45,39.26,42.704509516892166
1999-05-01,1332.07,16.45,40.14,42.556676709518044
